ID,Scanner,Volume,Area,3D_model
CTC_940,Artec.Micro,34.56,102.24,TRUE
CTC_941,Artec.Micro,20.66,69.67,TRUE
CTC_944,Artec.Spider,5657.04,2702.82,TRUE
CTC_945,Artec.Spider,6086.92,2253.07,TRUE
CTC_946,Artec.Spider,2986.04,1606.23,TRUE
CTC_947,Artec.Spider,3212.53,2276.41,TRUE
CTC_948,Artec.Spider,1529.49,929.63,TRUE
CTC_949,Artec.Spider,1428.29,873.79,TRUE
CTC_95,Artec.Spider,18567.99,4373.34,TRUE
CTC_950,Artec.Spider,4150.15,1710.71,TRUE
CTC_951,Artec.Spider,2301.48,1650.16,TRUE
CTC_952,Artec.Spider,762.69,664.17,TRUE
CTC_953,Artec.Spider,2245.71,1163.96,TRUE
CTC_954,Artec.Spider,1259.82,859.35,TRUE
CTC_955,Artec.Spider,6931.11,2515.43,TRUE
CTC_956,Artec.Spider,3693.22,1595.3,TRUE
CTC_957,Artec.Spider,18090.04,5153.64,TRUE
CTC_958,Artec.Spider,2853.42,1311.98,TRUE
CTC_959,Artec.Spider,3695.28,1713.36,TRUE
CTC_960,Artec.Spider,4328.9,2420.65,TRUE
CTC_962,Artec.Spider,1468.42,1006.01,TRUE
CTC_964,Artec.Spider,2819.59,2163.61,TRUE
CTC_966,Artec.Spider,1755.39,1160.3,TRUE
CTC_970,Artec.Spider,760.42,885.98,TRUE
CTC_971,Artec.Spider,2110.9,1436.39,TRUE
CTC_973,Artec.Spider,1531.41,1020.77,TRUE
CTC_974,Artec.Spider,1979.06,1187.79,TRUE
CTC_975,Artec.Spider,4276.91,1861.25,TRUE
CTC_976,Artec.Micro,526.96,753.62,TRUE
CTC_977,Artec.Spider,4704.28,1916.1,TRUE
CTC_978,Artec.Spider,6024.83,2395.28,TRUE
CTC_979,Artec.Spider,8569.8,2725.63,TRUE
CTC_98,Artec.Spider,10696.74,3594.21,TRUE
CTC_980,Artec.Spider,12313.44,3427.86,TRUE
CTC_981,Artec.Spider,22589,4743.2,TRUE
CTC_982,Artec.Spider,16397.47,4115.46,TRUE
CTC_985,Artec.Spider,9533.56,2769.59,TRUE
CTC_986,Artec.Spider,11109.4,3081.29,TRUE
CTC_988,Artec.Spider,2925.7,1825.2,TRUE
CTC_989,Artec.Spider,9657.89,2794.39,TRUE
CTC_99,Artec.Spider,4586.91,2004.32,TRUE
CTC_990,Artec.Micro,207.98,331.95,TRUE
CTC_991,Artec.Spider,13395.14,4086.08,TRUE
CTC_992,Artec.Spider,12121.6,3658.66,TRUE
CTC_993,Artec.Spider,5010.92,1779.61,TRUE
CTC_994,Artec.Spider,7835.56,2547.33,TRUE
CTC_995,Artec.Spider,11860.51,3417.25,TRUE
CTC_996,Artec.Spider,1102.4,663.94,TRUE
CTC_997,Artec.Micro,29.38,70.54,TRUE
CTC_998,Artec.Micro,107.95,216.64,TRUE
CTC_999,Artec.Spider,2916.17,2095.15,TRUE
