ID,Layer,Raw_material,Fire,Patina,Cortex,Cortex_position,Class,Blank,Blank_extended,Blank_technology,Technology,Bipolar_blank,Preservation,Length,Width,Thickness,Elongation,Robustness,Platform_width,Platform_thickness,Platform_ratio,Platform_type,Platform_shape,Dorsal_thinning,Bulbar_scars,Bulb,Bulb_type,Lip,Lip_type,Curvature,Torsion,Torsion_simplified,Off.axis,Section,Blank_shape,Scar_pattern,Scar_pattern_2,Distal_end,Plunging,Bladelet_negatives,Typology_simplified,Typology,Retouch_position,Dorsal_ret_localization,Ventral_ret_localization,Retouch_left_right,Retouch_uni_bilateral,Retouch_length
CTC_39,rsa',Fine-grained chert,FALSE,FALSE,1-33%,NA,Core,Other,Other,NA,Other,FALSE,NA,28.79999924,35.70000076,17.39999962,0.80672265,2.051724227,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_40,rsa',Quartzite,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,53.40000153,41,11.39999962,1.302439062,3.596491348,NA,NA,NA,Undetermined,Undetermined,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Bidirectional,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_41,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,30.89999962,45.70000076,18.89999962,0.676148777,2.417989507,18.29999924,9,2.033333249,Plain,Irregular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Polyhedral,Irregular,Crossed,NA,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_42,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Core,Other,Other,NA,Other,FALSE,NA,37.29999924,30.89999962,18.89999962,1.207119731,1.634920648,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_43,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Tool,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,22.60000038,43.09999847,12.30000019,0.524361976,3.504064862,2.900000095,1.600000024,1.812500033,Plain,Oval,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Crossed,NA,Straight,FALSE,TRUE,Endscraper,Endscraper,Direct,Partial right,NA,NA,NA,9.100000381
CTC_44,gic,Fine-grained chert,FALSE,FALSE,66-99%,Distal;Middle,Tool,Blade,Blade,Cortical,Initialization,FALSE,Complete,50.20000076,23.5,9.5,2.136170245,2.473684211,4.300000191,2.099999905,2.047619231,Plain,Triangular,FALSE,FALSE,TRUE,Moderate,TRUE,Pronounced,Curved,1R,yes,FALSE,Lateral steep,Irregular,Bidirectional,Bidirectional,Convex,FALSE,FALSE,Endscraper,Endscraper,Direct,Distal,NA,NA,NA,9.100000381
CTC_45,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Tool,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,35.5,19,8.899999619,1.868421053,2.134831552,8.199999809,4.199999809,1.952380996,Plain,Triangular,TRUE,TRUE,TRUE,Moderate,TRUE,Pronounced,Curved slightly,0,no,FALSE,Lateral steep,Sub-parallel,Crossed,NA,Convex,FALSE,TRUE,Endscraper,Endscraper,Direct,Distal,NA,NA,NA,9
CTC_46,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Tool,Blade,Blade,Optimal production,Optimal,FALSE,Proximal,34.09999847,20.20000076,5.199999809,1.688118673,3.884615674,NA,NA,NA,Undetermined,Undetermined,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,NA,NA,FALSE,FALSE,Endscraper,Endscraper,Direct,Proximal,NA,NA,NA,5.400000095
CTC_48,rsa',Coarse-grained chert,FALSE,TRUE,33-66%,NA,Core-Tool,Flake,Flake,Semi-cortical,Semi-cortical,FALSE,NA,34.90000153,37,21,0.943243284,1.761904762,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,Endscraper carinated,Endscraper carinated,NA,NA,NA,NA,NA,NA
CTC_49,rsa',Fine-grained chert,FALSE,FALSE,1-33%,NA,Core-Tool,Flake,Flake,Semi-cortical,Semi-cortical,FALSE,Complete,20.10000038,26.70000076,17.79999924,0.752808982,1.500000107,7.599999905,4.599999905,1.652173927,Plain,Triangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved slightly,1R,yes,FALSE,Lateral steep,Convex,Unidirectional,NA,Convex,FALSE,TRUE,Endscraper carinated,Endscraper carinated,NA,NA,NA,NA,NA,NA
CTC_50,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Core-Tool,Flake,Flake,Debordant,Maintenance,FALSE,Complete,18.39999962,32.29999924,36.59999847,0.569659444,0.882513677,19.5,6.5,3,Abraded,Chapeau de gendarme,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Polyhedral,Convex,Multidirectional,NA,Irregular,FALSE,TRUE,Endscraper carinated,Endscraper carinated,Direct,Continuous right,NA,NA,NA,NA
CTC_51,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Core-Tool,Flake,Flake,Optimal production,Optimal,FALSE,Complete,38.20000076,29.5,14.5,1.29491528,2.034482759,6.900000095,5.699999809,1.210526373,Plain,Oval,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Convex,Unidirectional,NA,Convex,FALSE,TRUE,Endscraper carinated,Endscraper carinated,Direct,Distal,NA,NA,NA,NA
CTC_52,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Tool,Flake,Flake,Optimal production,Optimal,FALSE,Complete,25.79999924,19.20000076,9,1.343749907,2.133333418,14.10000038,7.199999809,1.958333438,Plain,Irregular,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Curved slightly,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,NA,Convex,FALSE,FALSE,Endscraper,Endscraper,Inverse,Distal,NA,NA,NA,5.3
CTC_53,gic,Coarse-grained chert,TRUE,TRUE,0%,NA,Tool,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,45.79999924,33,18,1.387878765,1.833333333,23,19.39999962,1.185567034,Plain,Rectangular,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,0,no,FALSE,Lateral steep,Irregular,Unidirectional,NA,Convex,FALSE,FALSE,Endscraper,Endscraper,Direct,Distal,NA,NA,NA,8.699999809
