ID,Layer,Raw_material,Fire,Patina,Cortex,Cortex_position,Class,Blank,Blank_extended,Blank_technology,Technology,Bipolar_blank,Preservation,Length,Width,Thickness,Elongation,Robustness,Platform_width,Platform_thickness,Platform_ratio,Platform_type,Platform_shape,Dorsal_thinning,Bulbar_scars,Bulb,Bulb_type,Lip,Lip_type,Curvature,Torsion,Torsion_simplified,Off.axis,Section,Blank_shape,Scar_pattern,Scar_pattern_2,Distal_end,Plunging,Bladelet_negatives,Typology_simplified,Typology,Retouch_position,Dorsal_ret_localization,Ventral_ret_localization,Retouch_left_right,Retouch_uni_bilateral,Retouch_length
CTC_524,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,24.60000038,11.10000038,2.799999952,2.216216174,3.964285918,3.200000048,1.5,2.133333365,Plain,Rectangular,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Convex,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_525,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,22.39999962,9.800000191,3.200000048,2.285714202,3.062500014,3.599999905,1.600000024,2.249999907,Plain,Oval,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_526,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,21.89999962,8.5,2.599999905,2.576470543,3.269230889,1.899999976,0.699999988,2.714285726,Linear,Linear,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,1L,yes,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_527,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,19,9,1.399999976,2.111111111,6.428571538,2,0.200000003,9.999999851,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_528,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,17.5,7.599999905,2.599999905,2.302631608,2.923076994,2.099999905,0.400000006,5.249999683,Linear,Linear,FALSE,TRUE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_529,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Maintenance,Maintenance,FALSE,Complete,17.5,8.5,2.700000048,2.058823529,3.148148093,4.199999809,1,4.199999809,Plain,Rectangular,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,0,no,FALSE,Triangular,Sub-parallel,Unidirectional transversal,Other,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_530,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Maintenance,Maintenance,FALSE,Complete,23.39999962,11.39999962,2.599999905,2.052631614,4.384615399,2.200000048,0.699999988,3.142857264,Plain,Triangular,TRUE,FALSE,TRUE,Moderate,FALSE,NA,Curved,1R,yes,FALSE,Polyhedral,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_531,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,25.10000038,14.10000038,2.599999905,1.780141823,5.423077269,2.299999952,0.899999976,2.55555557,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Polyhedral,Irregular,Unidirectional convergent,NA,Straight,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_532,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,22,11.80000019,1.700000048,1.86440675,6.941176388,0.800000012,0.200000003,4,Linear,Linear,FALSE,TRUE,FALSE,NA,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Irregular,Unidirectional parallel,NA,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_533,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Maintenance,Maintenance,FALSE,Complete,24.70000076,12.30000019,2,2.008130112,6.150000095,2.200000048,1.100000024,2,Plain,Oval,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved slightly,0,no,FALSE,Polyhedral,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_534,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Debordant,Maintenance,FALSE,Complete,26,11.39999962,3.700000048,2.280701831,3.081080938,1.399999976,0.100000001,13.99999955,Linear,Linear,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,1R,yes,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_535,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Distal,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,21.39999962,12.39999962,3.200000048,1.725806474,3.874999823,2.599999905,1.700000048,1.529411666,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Irregular,Unidirectional parallel,NA,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_536,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,23.70000076,12.5,6.199999809,1.896000061,2.016129094,8,5.199999809,1.538461595,Plain,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional,NA,Irregular,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_537,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Lateral,Maintenance,FALSE,Complete,30.39999962,19.39999962,5,1.56701032,3.879999924,3.5,2,1.75,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,TRUE,Pronounced,Curved,1L,yes,FALSE,Lateral steep,Comma-like,Bidirectional,NA,Irregular,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_538,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Distal,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,22.60000038,12.30000019,3.799999952,1.837398377,3.236842196,4.5,2.200000048,2.045454501,Plain,Winged,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved slightly,0,no,FALSE,Trapezoidal,Irregular,Multidirectional,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_539,rsa',Fine-grained chert,FALSE,FALSE,33-66%,Right,Blank,Flake,Flake,Semi-cortical,Semi-cortical,FALSE,Complete,19,10,3.400000095,1.9,2.941176388,2,0.699999988,2.857142906,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,1R,yes,FALSE,Lateral steep,Sub-parallel,Unidirectional,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_540,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,20.39999962,11.30000019,1.899999976,1.80530967,5.947368596,3.299999952,1,3.299999952,Plain,Rectangular,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,NA,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_541,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,17.39999962,6.099999905,2.799999952,2.852458998,2.178571432,1.200000048,0.899999976,1.333333422,Plain,Triangular,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,0,no,FALSE,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_542,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,14.30000019,8.800000191,1.5,1.624999986,5.866666794,2.700000048,0.100000001,27.00000007,Linear,Linear,FALSE,TRUE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Convex,Unidirectional convergent,NA,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_543,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,18.89999962,9.100000381,1.799999952,2.076922948,5.055555901,1.399999976,0.800000012,1.749999944,Plain,Oval,FALSE,TRUE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Polyhedral,Convex,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_544,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,17.20000076,9.699999809,2.5,1.77319599,3.879999924,1.5,1.200000048,1.24999995,Plain,Rectangular,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Curved slightly,1R,yes,FALSE,Trapezoidal,Convex,Unidirectional convergent,NA,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_545,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,17.10000038,8.899999619,2,1.92134844,4.449999809,2.400000095,1.100000024,2.181818221,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Curved,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_546,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,17.89999962,10.39999962,2.400000095,1.721153873,4.333333002,3.5,1.600000024,2.187499967,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_547,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,14.69999981,6.400000095,1.299999952,2.296874936,4.923077177,1.200000048,0.100000001,12.0000003,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_548,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,13.5,5.5,1,2.454545455,5.5,2.200000048,0.600000024,3.6666666,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,1L,yes,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_549,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,16.79999924,7.099999905,1.700000048,2.366197107,4.176470415,2.599999905,1.200000048,2.166666501,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_550,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,15.80000019,7.800000191,2,2.025641001,3.900000095,2.700000048,1,2.700000048,Plain,Oval,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_551,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,14.39999962,7.400000095,2.200000048,1.945945869,3.363636334,3,1.399999976,2.142857179,Plain,Rectangular,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_552,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,13,5,1.700000048,2.6,2.941176388,2.099999905,0.600000024,3.499999702,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_553,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,13.39999962,7.099999905,1.799999952,1.887323915,3.944444496,2,1.100000024,1.818181779,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_554,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,13.30000019,5.400000095,1,2.462962955,5.400000095,2.200000048,0.600000024,3.6666666,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_555,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,12.60000038,5.5,0.800000012,2.29090916,6.874999898,1,0.100000001,9.999999851,Linear,Linear,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Flat,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_556,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,14.10000038,6.800000191,1.799999952,2.07352941,3.777777984,1,0.899999976,1.111111141,Plain,Oval,TRUE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Triangular,Convergent,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_557,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,12.19999981,5,1.600000024,2.439999962,3.124999953,3,0.600000024,4.999999801,Double,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_558,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,11,5.599999905,2.299999952,1.964285748,2.434782618,0.200000003,0.200000003,1,Punctiform,Punctiform,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_559,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,16,8.300000191,1.799999952,1.927710799,4.611111339,1.899999976,0.899999976,2.111111141,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Pronounced,Curved slightly,0,no,FALSE,Polyhedral,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_560,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,12,6.300000191,1.899999976,1.904761847,3.315789616,5.199999809,1.899999976,2.736842039,Plain,Winged,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_561,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,11.69999981,3.799999952,1.5,3.078947357,2.533333302,1.600000024,1.100000024,1.454545445,Plain,Triangular,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_562,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,11.60000038,5.199999809,1.200000048,2.230769386,4.333333002,1.799999952,0.5,3.599999905,Plain,Triangular,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved slightly,0,no,FALSE,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_563,rsa',Radiolarite,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,7.300000191,4.599999905,1.5,1.586956596,3.066666603,1.899999976,0.600000024,3.166666501,Plain,Triangular,TRUE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,0,no,FALSE,Trapezoidal,Convex,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_564,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,18.70000076,11.19999981,3.200000048,1.669642954,3.499999888,2.200000048,1.899999976,1.157894776,Plain,Triangular,FALSE,FALSE,TRUE,Pronounced,TRUE,Moderate,Straight,0,no,FALSE,Polyhedral,Convergent,Unidirectional convergent,NA,Pointed,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_565,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Debordant,Maintenance,FALSE,Complete,15,6.099999905,1.899999976,2.459016432,3.210526306,1.100000024,0.100000001,11.00000007,Linear,Linear,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_566,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Spall,Maintenance,FALSE,Complete,19.70000076,5.4,2.400000095,3.648148289,2.249999911,1,0.100000001,9.999999851,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,1R,yes,FALSE,Lateral steep,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_567,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Distal,Blank,Bladelet,Bladelet,Debordant,Maintenance,FALSE,Complete,18.10000038,5.400000095,2.200000048,3.351851863,2.454545445,2.400000095,1.299999952,1.846153987,Plain,Rectangular,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Straight,0,no,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_568,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Spall,Maintenance,FALSE,Complete,22.10000038,7.400000095,4.800000191,2.9864865,1.541666625,4.199999809,4.400000095,0.954545391,Plain,Triangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_569,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Spall,Maintenance,FALSE,Complete,17.39999962,2.799999952,2.299999952,6.214285684,1.217391309,0.100000001,0.100000001,1,Punctiform,Punctiform,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_570,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,16.70000076,8.699999809,3.200000048,1.91954036,2.7187499,2,1,2,Plain,Oval,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,1R,yes,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_571,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,15.80000019,8.100000381,2.299999952,1.950617216,3.521739369,4,1.399999976,2.857142906,Plain,Triangular,TRUE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_572,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Distal,Blank,Blade,Blade,Spall,Maintenance,FALSE,Complete,43.20000076,12.39999962,6.5,3.483871136,1.907692249,4.800000191,3,1.600000064,Plain,Rectangular,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,1L,yes,FALSE,Trapezoidal,Irregular,Unidirectional,Unidirectional parallel,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_573,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Spall,Maintenance,FALSE,Complete,41.59999847,12.5,8.100000381,3.327999878,1.543209804,2.299999952,1.399999976,1.642857137,Plain,Triangular,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,1L,yes,FALSE,Trapezoidal,Irregular,Unidirectional,Unidirectional parallel,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_574,rsa',Quartzite,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Second-crest,Maintenance,FALSE,Complete,19.20000076,5.800000191,4.5,3.31034485,1.288888931,1.700000048,0.400000006,4.250000056,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Sub-parallel,Unidirectional parallel + crossed,Other,Convex,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
