ID,Layer,Class,Raw_material,Cortex,Core_type,Laminar_y_n,Carinated_y_n,Core_classification,Core_classification_2,Core_blank,Platf_nr,Blank_production,Bipolar_core,Strik_plat,Strik_plat_2,Flaking_surface,Reduction_pattern,Typology_new,Volume,Area,Length,Width,Thickness,angle_1,angle_2,angle_3,mean_angle,flak_surf_length,flak_surf_length_2,last_rem_blank,length_last_rem,width_last_rem,Ratio_fsl_thick,Ratio_fsl_width,Ratio_l_t,Ratio_l_w,Ratio_w_t,X3D_model
CTC_1365,gic,Core,Fine-grained chert,1-33%,Multidirectional,FALSE,FALSE,Multidirectional,NA,Pebble,2,Flake,FALSE,NA,NA,NA,NA,NA,4461.63,1795.01,28.5,22.5,19.70000076,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.446700452,1.266666667,1.142131935,TRUE
CTC_1366,gic,Core,Fine-grained chert,33-66%,Platform flake,FALSE,FALSE,Semi-circumferential,NA,Block,2,Flake,FALSE,Natural/Unprepared,Plain,Bidirectional,Sub-parallel,NA,15125.47,3794.19,29.89999962,42.40000153,29.39999962,NA,NA,NA,0,NA,NA,Flake,NA,NA,NA,NA,1.017006803,0.705188645,1.442176941,TRUE
CTC_1367,gic,Core,Fine-grained chert,66-99%,Initial laminar,TRUE,FALSE,Initial narrow-sided,Initial,Block,1,Undetermined,FALSE,Undetermined,NA,Crossed,Sub-parallel,NA,55068.09,9088.91,67.80000305,31,56.90000153,73,72,67,70.66666667,45.9,NA,Undetermined,NA,NA,0.806678361,1.480645161,1.191564169,2.187096873,0.544815451,TRUE
CTC_1369,gic,Core,Fine-grained chert,1-33%,Shatter,FALSE,FALSE,Undetermined,NA,Undetermined,NA,Flake,FALSE,NA,NA,NA,NA,NA,32098.89,7156.54,65,40,30.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.131147541,1.625,1.31147541,TRUE
CTC_1374,gic,Core,Fine-grained chert,1-33%,Shatter,FALSE,FALSE,Semi-circumferential,NA,Pebble,1,Undetermined,FALSE,Plain,NA,Unidirectional,Convergent,NA,12027.87,3469.67,38.29999924,36.40000153,40.29999924,57,80,72,69.66666667,31.39999962,NA,Flake,NA,NA,0.779156333,0.862637316,0.950372207,1.052197737,0.903225861,TRUE
CTC_1503,gic,Core-Tool,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Burin core,Burin core,Blade,1,Bladelet,FALSE,Plain,NA,Unidirectional,Sub-parallel,Burin multiple,2399.14,1514.26,42.70000076,17.29999924,10.69999981,72,72,81,75,25,NA,Bladelet,9,5.4,2.33644864,1.445086769,3.990654348,2.468208245,1.616822387,TRUE
CTC_1508,gic,Core-Tool,Fine-grained chert,1-33%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Natural/Unprepared,NA,Unidirectional,Sub-parallel,Rabot,2901.81,1256.88,12.1,26.5,19.2,80,88,88,85.33333333,14.5,NA,Bladelet,10.60000038,4.800000191,0.755208333,0.547169811,0.630208333,0.456603774,1.380208333,TRUE
CTC_1512,rsa',Core,Quartzite,33-66%,Shatter,FALSE,FALSE,Multidirectional,Burin core,Undetermined,NA,Undetermined,FALSE,NA,NA,NA,NA,NA,6126.98,2067.87,30,25.29999924,24,NA,NA,NA,0,NA,NA,Undetermined,NA,NA,NA,NA,1.25,1.185770787,1.054166635,TRUE
CTC_1513,gic,Core,Fine-grained chert,1-33%,Multidirectional,FALSE,FALSE,Multidirectional,Burin core,Flake,1,Flake,FALSE,Natural/Unprepared,NA,NA,Sub-parallel,NA,8404.46,3002.84,14.5,39.5,29.70000076,NA,NA,NA,0,NA,NA,Flake,NA,NA,NA,NA,0.488215476,0.367088608,1.329966296,TRUE
CTC_1515,gic,Core,Fine-grained chert,0%,Bipolar,FALSE,FALSE,Bipolar,Burin core,Undetermined,2,Flake,TRUE,Diedro,Diedro,NA,NA,NA,3863.88,1750.5,35.29999924,17.20000076,17.10000038,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.064327395,2.052325446,1.005847975,TRUE
CTC_1660,ars,Core,Fine-grained chert,0%,Bipolar,FALSE,FALSE,Bipolar,NA,Undetermined,2,Flake,TRUE,NA,NA,NA,NA,NA,2838.38,1459.52,32,19,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.133333333,1.684210526,1.266666667,TRUE
CTC_1871,gic,Core-Tool,Fine-grained chert,0%,Carinated,TRUE,TRUE,Carinated,Carinated,Flake,1,Bladelet,FALSE,Plain,NA,Unidirectional,Convergent,Endscraper carinated,2880.27,1372.67,19,26,25.5,64,74,65,67.66666667,18.5,NA,Bladelet,17.4,6.5,0.725490196,0.711538462,0.745098039,0.730769231,1.019607843,TRUE
CTC_1889,gic,Core,Fine-grained chert,33-66%,Shatter,FALSE,FALSE,Undetermined,NA,Flake,1,Flake,FALSE,Plain,NA,Unidirectional,Sub-parallel,NA,11902.92,3787.47,27.89999962,25.60000038,45.90000153,NA,NA,NA,0,26,NA,NA,NA,NA,0.566448783,1.015624985,0.607843109,1.089843719,0.557734195,TRUE
CTC_1950,rsa',Core-Tool,Radiolarite,0%,Carinated,TRUE,TRUE,Multi-platform carinated,Multi-platform,Block,1,Bladelet,FALSE,Plain,Reshaped,Unidirectional,Convergent,Rabot,20888.17,4805.9,32,37.90000153,51.59999847,75,72,85,77.33333333,27.20000076,24.29999924,Flake,9.3,11.9,0.527131813,0.717678091,0.620155057,0.844327143,0.734496175,TRUE
CTC_1965,rsa',Core,Fine-grained chert,0%,Multidirectional,FALSE,FALSE,Multidirectional,NA,Undetermined,3,Flake,FALSE,Plain,NA,NA,NA,NA,19019.43,4480.21,36.40000153,37.20000076,28.20000076,NA,NA,NA,0,26.39999962,NA,NA,NA,NA,0.936170174,0.709677395,1.290780161,0.978494645,1.319148928,TRUE
CTC_1966,rsa',Core,Fine-grained chert,0%,Platform laminar,TRUE,FALSE,Wide-faced flat,Wide-faced flat,Blade,1,Bladelet,FALSE,Reshaped,NA,Unidirectional,Sub-parallel,NA,12609.99,3474.1,28.89999962,45.70000076,19.70000076,73,55,63,63.66666667,29.10000038,NA,Bladelet,22.7,9.5,1.477157323,0.636761486,1.467005,0.632385101,2.319796903,TRUE
CTC_1967,rsa',Core,Fine-grained chert,1-33%,Platform laminar,TRUE,FALSE,Multi-platform,Multi-platform,Block,2,Bladelet,FALSE,Plain,Reshaped,Unidirectional,Sub-parallel,NA,4383.73,1719.23,29.20000076,25.5,13.80000019,70,73,83,75.33333333,27.79999924,26.10000038,Bladelet,25,6.8,2.01449267,1.090196049,2.115942055,1.145098069,1.847826061,TRUE
